"human.gene.name","gene.name","human.homology.type","human.gene.order.conservation.score","human.whole.genome.alignment.coverage","human.orthology.confidence..0.low..1.high."
"EML6","Eml6","ortholog_one2one",100,100,1
"CYTH1","Cyth1","ortholog_one2one",100,100,1
"CALHM2","Calhm2","ortholog_one2one",100,100,1
"HES5","Hes5","ortholog_one2one",100,100,1
"NPHP4","Nphp4","ortholog_one2one",100,100,1
"CPS1","Cps1","ortholog_one2one",100,99.98,1
"CDAN1","Cdan1","ortholog_one2one",100,100,1
"PDCD11","Pdcd11","ortholog_one2one",100,100,1
"EXOC6","Exoc6","ortholog_one2one",100,100,1
"WEE1","Wee1","ortholog_one2one",100,100,1
"MIER1","Mier1","ortholog_one2one",100,100,1
"AADACL2","Aadacl2","ortholog_one2one",100,100,1
"DUSP19","Dusp19","ortholog_one2one",100,100,1
"PRTN3","Prtn3","ortholog_one2one",100,100,1
"LETM1","Letm1","ortholog_one2one",100,100,1
"RHBDD1","Rhbdd1","ortholog_one2one",100,100,1
"ANKRD44","Ankrd44","ortholog_one2one",100,100,1
"ELK1","Elk1","ortholog_one2one",100,100,1
"PARG","Parg","ortholog_one2one",75,100,1
"RNLS","Rnls","ortholog_one2one",100,100,0
"PLPPR3","Plppr3","ortholog_one2one",100,100,1
"RAD9A","Rad9a","ortholog_one2one",0,100,1
"CD7","Cd7","ortholog_one2one",75,100,0
"WTIP","Wtip","ortholog_one2one",100,100,1
"MEIS1","Meis1","ortholog_one2one",100,100,1
"UXT","Uxt","ortholog_one2one",100,100,1
"DHX37","Dhx37","ortholog_one2one",100,100,1
"PASK","Pask","ortholog_one2one",100,98.38,1
"SALL2","Sall2","ortholog_one2one",100,100,1
"FNIP1","Fnip1","ortholog_one2one",100,100,1
"THRSP","Thrsp","ortholog_one2one",100,100,1
"TTC9C","Ttc9c","ortholog_one2one",100,100,1
"ZSCAN12","Zscan12","ortholog_one2one",75,95.47,1
"RCC2","Rcc2","ortholog_one2one",100,99.72,1
"GYS1","Gys1","ortholog_one2one",100,100,1
"GLRX3","Glrx3","ortholog_one2one",100,96.66,1
"RAB6A","Rab6a","ortholog_one2one",100,100,1
"KCNN4","Kcnn4","ortholog_one2one",75,100,1
"TFPI","Tfpi","ortholog_one2one",50,89.76,1
"LPCAT4","Lpcat4","ortholog_one2one",50,100,1
"RBPJ","Rbpj","ortholog_one2one",100,100,1
"TSPAN9","Tspan9","ortholog_one2one",100,100,1
"MAP3K2","Map3k2","ortholog_one2one",100,100,1
"GJD2","Gjd2","ortholog_one2one",50,100,1
"FARS2","Fars2","ortholog_one2one",100,100,1
"KIF5B","Kif5b","ortholog_one2one",75,100,1
"TRIM25","Trim25","ortholog_one2one",100,100,1
"REXO1","Rexo1","ortholog_one2one",100,99.97,1
"PCSK9","Pcsk9","ortholog_one2one",100,100,1
"SYCP2L","Sycp2l","ortholog_one2one",100,93.77,1
"ACTC1","Actc1","ortholog_one2one",50,100,1
"HORMAD1","Hormad1","ortholog_one2one",100,100,1
"KCNK18","Kcnk18","ortholog_one2one",100,100,1
"SMARCE1","Smarce1","ortholog_one2one",100,100,1
"FAT1","Fat1","ortholog_one2one",100,100,1
"GOLPH3","Golph3","ortholog_one2one",100,100,1
"NUTM1","Nutm1","ortholog_one2one",75,99.95,1
"RECK","Reck","ortholog_one2one",100,100,1
"SLC18A2","Slc18a2","ortholog_one2one",100,100,1
"WDR81","Wdr81","ortholog_one2one",100,100,1
"IRAG1","Mrvi1","ortholog_one2one",100,100,1
"NFKBIB","Nfkbib","ortholog_one2one",100,100,1
"ITPKA","Itpka","ortholog_one2one",100,100,1
"MASTL","Mastl","ortholog_one2one",25,100,1
"TMEM128","Tmem128","ortholog_one2one",75,100,1
"ALG5","Alg5","ortholog_one2one",100,100,1
"EFNB2","Efnb2","ortholog_one2one",50,100,1
"ST6GALNAC4","St6galnac4","ortholog_one2one",100,100,1
"COL23A1","Col23a1","ortholog_one2one",100,100,1
"CHRNA1","Chrna1","ortholog_one2one",100,98.01,1
"CAMK2N1","Camk2n1","ortholog_one2one",100,100,1
"NRN1","Nrn1","ortholog_one2one",100,100,1
"IL15","Il15","ortholog_one2one",100,100,1
"SLC7A11","Slc7a11","ortholog_one2one",100,100,1
"NCKAP5","Nckap5","ortholog_one2one",100,99.27,1
"MRPL48","Mrpl48","ortholog_one2one",100,100,1
"NOP10","Nop10","ortholog_one2one",100,100,1
"MAML2","Maml2","ortholog_one2one",100,100,0
"CCER2","Ccer2","ortholog_one2one",100,100,1
"ERCC3","Ercc3","ortholog_one2one",100,100,1
"SUSD3","Susd3","ortholog_one2one",100,100,1
"GULP1","Gulp1","ortholog_one2one",50,100,1
"CREB5","Creb5","ortholog_one2one",100,100,1
"ARGLU1","Arglu1","ortholog_one2one",100,100,1
"MYOCD","Myocd","ortholog_one2one",100,100,1
"DNAI4","Wdr78","ortholog_one2one",100,100,1
"PIFO","Pifo","ortholog_one2one",100,91.18,0
"CINP","Cinp","ortholog_one2one",100,100,1
"TCIM","Tcim","ortholog_one2one",100,100,1
"HOXA4","Hoxa4","ortholog_one2one",100,100,1
"A1BG","A1bg","ortholog_one2one",0,0,0
"FAM71B","Fam71b","ortholog_one2one",100,97.99,1
"HOXA5","Hoxa5","ortholog_one2one",100,100,1
"ENPP1","Enpp1","ortholog_one2one",50,100,1
"SNX24","Snx24","ortholog_one2one",100,94.92,1
"HOXA2","Hoxa2","ortholog_one2one",100,100,1
"SAP25","Sap25","ortholog_one2one",100,100,0
"TMEM238","Tmem238","ortholog_one2one",100,100,1
"ADRA1D","Adra1d","ortholog_one2one",100,100,1
"FCRL4","Fcrls","ortholog_one2one",0,39.79,0
"HOXA6","Hoxa6","ortholog_one2one",100,100,1
"NAALADL2","Naaladl2","ortholog_one2one",75,100,1
"SEC11C","Sec11c","ortholog_one2one",100,100,1
"KDM4C","Kdm4c","ortholog_one2one",50,100,1
"DDAH2","Ddah2","ortholog_one2one",75,100,1
"SF3A1","Sf3a1","ortholog_one2one",100,100,1
"RAD23B","Rad23b","ortholog_one2one",100,100,1
"RBSN","Rbsn","ortholog_one2one",50,100,1
"HOXA3","Hoxa3","ortholog_one2one",100,100,1
"TLE6","Tle6","ortholog_one2one",75,83.62,0
"KSR2","Ksr2","ortholog_one2one",100,100,1
"PIGX","Pigx","ortholog_one2one",100,96.87,1
"NOS2","Nos2","ortholog_one2one",100,100,1
"NRBP2","Nrbp2","ortholog_one2one",100,100,0
"RIF1","Rif1","ortholog_one2one",100,100,1
"MLX","Mlx","ortholog_one2one",100,100,1
"LEMD1","Lemd1","ortholog_one2one",100,100,1
"IAH1","Iah1","ortholog_one2one",100,100,1
"DGKE","Dgke","ortholog_one2one",100,99.51,1
"HOXA7","Hoxa7","ortholog_one2one",100,100,1
"PPP1R9A","Ppp1r9a","ortholog_one2one",100,100,1
"EFNA4","Efna4","ortholog_one2one",100,100,1
"FOXB2","Foxb2","ortholog_one2one",100,100,1
"ADAM17","Adam17","ortholog_one2one",100,100,1
"NDUFB3","Ndufb3","ortholog_one2one",100,100,1
"ZNF354C","Zfp354c","ortholog_one2one",100,98.63,1
"GFUS","Tsta3","ortholog_one2one",100,100,1
"PPIC","Ppic","ortholog_one2one",100,100,1
"LHX9","Lhx9","ortholog_one2one",100,100,1
"CMTM3","Cmtm3","ortholog_one2one",50,100,1
"ACBD5","Acbd5","ortholog_one2one",50,98.92,1
"MLF2","Mlf2","ortholog_one2one",100,100,1
"ZNF879","Zfp879","ortholog_one2one",100,100,1
"TJP3","Tjp3","ortholog_one2one",100,99.79,1
"SV2C","Sv2c","ortholog_one2one",75,100,1
"AGFG1","Agfg1","ortholog_one2one",100,100,1
"PIM1","Pim1","ortholog_one2one",75,100,1
"BSCL2","Bscl2","ortholog_one2one",100,100,1
"CLDN23","Cldn23","ortholog_one2one",75,100,1
"LSM1","Lsm1","ortholog_one2one",100,100,1
"MRPL17","Mrpl17","ortholog_one2one",50,100,1
"PCNX1","Pcnx","ortholog_one2one",100,100,1
"PPP1R12B","Ppp1r12b","ortholog_one2one",100,100,1
"SMOC1","Smoc1","ortholog_one2one",100,100,1
"VIRMA","Virma","ortholog_one2one",75,99.02,1
"REPIN1","Repin1","ortholog_one2one",100,100,1
"ARHGEF37","Arhgef37","ortholog_one2one",100,100,1
"HJV","Hjv","ortholog_one2one",50,100,1
"FXN","Fxn","ortholog_one2one",75,78.77,1
"PDZD2","Pdzd2","ortholog_one2one",100,100,1
"OR4E2","Olfr1509","ortholog_one2one",100,100,1
"ERICH6","Erich6","ortholog_one2one",100,94.17,1
"TCERG1L","Tcerg1l","ortholog_one2one",100,100,1
"DCHS1","Dchs1","ortholog_one2one",75,100,1
"TLCD2","Tlcd2","ortholog_one2one",100,100,1
"TXNIP","Txnip","ortholog_one2one",75,100,1
"ADGRL3","Adgrl3","ortholog_one2one",100,100,1
"RBCK1","Rbck1","ortholog_one2one",100,100,1
"RAD51D","Rad51d","ortholog_one2one",100,93.37,1
"MED7","Med7","ortholog_one2one",75,100,1
"CYP26C1","Cyp26c1","ortholog_one2one",100,100,1
"GRM6","Grm6","ortholog_one2one",100,100,1
"RGS10","Rgs10","ortholog_one2one",50,100,1
"CDIPT","Cdipt","ortholog_one2one",100,100,1
"MPIG6B","Mpig6b","ortholog_one2one",100,100,1
"SYK","Syk","ortholog_one2one",100,100,1
"CDK8","Cdk8","ortholog_one2one",50,100,1
"ABCA6","Abca6","ortholog_one2one",100,100,1
"LY6G6C","Ly6g6c","ortholog_one2one",100,100,1
"VWA5B1","Vwa5b1","ortholog_one2one",100,100,1
"KCTD14","Kctd14","ortholog_one2one",100,83.49,0
"CHN1","Chn1","ortholog_one2one",100,100,1
"OTOP1","Otop1","ortholog_one2one",50,100,1
"RNF216","Rnf216","ortholog_one2one",50,100,1
"FLACC1","Flacc1","ortholog_one2one",75,18.95,1
"APBA3","Apba3","ortholog_one2one",100,100,1
"NLGN1","Nlgn1","ortholog_one2one",100,100,1
"TMC2","Tmc2","ortholog_one2one",100,100,1
"GCNT2","Gcnt2","ortholog_one2one",100,100,1
"SYT2","Syt2","ortholog_one2one",100,100,1
"BAIAP3","Baiap3","ortholog_one2one",100,99.38,1
"TAF12","Taf12","ortholog_one2one",100,100,1
"PADI6","Padi6","ortholog_one2one",100,95.49,1
"ACP5","Acp5","ortholog_one2one",50,100,1
"KATNA1","Katna1","ortholog_one2one",100,100,1
"ASPRV1","Asprv1","ortholog_one2one",100,100,1
"ARHGAP33","Arhgap33","ortholog_one2one",100,100,1
"BSND","Bsnd","ortholog_one2one",100,100,1
"RAB42","Rab42","ortholog_one2one",100,100,1
"RSPH6A","Rsph6a","ortholog_one2one",100,100,1
"PLIN1","Plin1","ortholog_one2one",100,100,1
"LY6G6D","Ly6g6d","ortholog_one2one",75,100,0
"TMEM61","Tmem61","ortholog_one2one",100,91.46,0
"MTRR","Mtrr","ortholog_one2one",75,99.03,1
"ATP2C2","Atp2c2","ortholog_one2one",100,100,1
"PPIP5K2","Ppip5k2","ortholog_one2one",75,98.79,1
"PSMC3IP","Psmc3ip","ortholog_one2one",100,100,1
"STK11IP","Stk11ip","ortholog_one2one",100,100,1
"DNAJC8","Dnajc8","ortholog_one2one",100,100,1
"NAALAD2","Naalad2","ortholog_one2one",50,100,1
"CEP19","Cep19","ortholog_one2one",100,100,1
"PAK1IP1","Pak1ip1","ortholog_one2one",100,100,1
"ST3GAL2","St3gal2","ortholog_one2one",100,100,1
"GNG3","Gng3","ortholog_one2one",100,100,1
"JOSD2","Josd2","ortholog_one2one",100,100,1
"KLF4","Klf4","ortholog_one2one",100,100,1
"PRNP","Prnp","ortholog_one2one",100,100,1
"RPL28","Rpl28","ortholog_one2one",100,82.76,1
"SETBP1","Setbp1","ortholog_one2one",50,100,1
"LTA4H","Lta4h","ortholog_one2one",100,100,1
"GLRA1","Glra1","ortholog_one2one",100,100,1
"DCUN1D2","Dcun1d2","ortholog_one2one",100,99.72,1
"IDO2","Ido2","ortholog_one2one",100,98.27,1
"TCF19","Tcf19","ortholog_one2one",100,96.03,1
"ABT1","Abt1","ortholog_one2one",25,100,1
"GABRG1","Gabrg1","ortholog_one2one",100,100,1
"CHDH","Chdh","ortholog_one2one",100,100,1
"TTYH1","Ttyh1","ortholog_one2one",100,100,1
"EPS8L2","Eps8l2","ortholog_one2one",100,100,1
"KLF16","Klf16","ortholog_one2one",100,100,1
"AADAC","Aadac","ortholog_one2one",100,100,1
"ZNF623","Zfp623","ortholog_one2one",100,100,1
"OTOS","Otos","ortholog_one2one",100,100,1
"RNF32","Rnf32","ortholog_one2one",100,100,1
"STAR","Star","ortholog_one2one",75,100,1
"SEZ6","Sez6","ortholog_one2one",100,100,1
"ST6GALNAC1","St6galnac1","ortholog_one2one",75,0,1
"ERP29","Erp29","ortholog_one2one",100,100,1
"INTS4","Ints4","ortholog_one2one",100,97.77,1
"SERPINB8","Serpinb8","ortholog_one2one",100,100,1
"RPS6KA2","Rps6ka2","ortholog_one2one",25,96.62,1
"DRD5","Drd5","ortholog_one2one",75,100,1
"MMGT1","Mmgt1","ortholog_one2one",75,100,1
"BMP2","Bmp2","ortholog_one2one",100,100,1
"PRKD2","Prkd2","ortholog_one2one",100,100,1
"DCP1A","Dcp1a","ortholog_one2one",100,100,1
"PRAG1","Prag1","ortholog_one2one",50,100,1
"PMPCA","Pmpca","ortholog_one2one",100,100,1
"LMCD1","Lmcd1","ortholog_one2one",100,100,1
"CMTM4","Cmtm4","ortholog_one2one",100,100,1
"TMEM116","Tmem116","ortholog_one2one",100,100,1
"USP36","Usp36","ortholog_one2one",100,100,1
"SDF2L1","Sdf2l1","ortholog_one2one",100,100,1
"RASAL2","Rasal2","ortholog_one2one",100,100,1
"GOLIM4","Golim4","ortholog_one2one",50,99.79,1
"OR6C68","Olfr780","ortholog_one2one",0,0,0
"PLPP4","Plpp4","ortholog_one2one",100,100,1
"TCHHL1","Tchhl1","ortholog_one2one",100,90.01,0
"GRIK2","Grik2","ortholog_one2one",100,100,1
"RMND5A","Rmnd5a","ortholog_one2one",100,100,1
"ACTR1A","Actr1a","ortholog_one2one",75,100,1
"TRIL","Tril","ortholog_one2one",100,100,1
"DMAC1","Dmac1","ortholog_one2one",50,100,1
"CD5L","Cd5l","ortholog_one2one",50,100,1
"ANKS3","Anks3","ortholog_one2one",100,100,1
"CCDC116","Ccdc116","ortholog_one2one",100,100,0
"NMNAT2","Nmnat2","ortholog_one2one",100,100,1
"CORO1A","Coro1a","ortholog_one2one",100,100,1
"LRR1","Lrr1","ortholog_one2one",75,100,1
"RGS12","Rgs12","ortholog_one2one",100,100,1
"COL4A4","Col4a4","ortholog_one2one",100,100,1
"SUCNR1","Sucnr1","ortholog_one2one",100,100,1
"GIN1","Gin1","ortholog_one2one",100,100,1
"LONRF1","Lonrf1","ortholog_one2one",50,100,1
"MEAK7","Meak7","ortholog_one2one",100,100,1
"NISCH","Nisch","ortholog_one2one",100,98.12,1
"HAO1","Hao1","ortholog_one2one",100,100,1
"YDJC","Ydjc","ortholog_one2one",75,100,1
"DMWD","Dmwd","ortholog_one2one",100,100,1
"CYP26A1","Cyp26a1","ortholog_one2one",100,100,1
"PCYOX1","Pcyox1","ortholog_one2one",100,100,1
"PITPNM2","Pitpnm2","ortholog_one2one",100,100,1
"DUSP29","Dupd1","ortholog_one2one",100,100,1
"PIAS4","Pias4","ortholog_one2one",100,100,1
"TRAK1","Trak1","ortholog_one2one",100,100,1
"TMCO3","Tmco3","ortholog_one2one",100,100,1
"BBS10","Bbs10","ortholog_one2one",100,100,1
"PANK4","Pank4","ortholog_one2one",100,100,1
"CACNA1D","Cacna1d","ortholog_one2one",100,100,1
"PHF24","Phf24","ortholog_one2one",100,100,1
"CCHCR1","Cchcr1","ortholog_one2one",100,100,1
"ZG16B","Sbpl","ortholog_one2one",0,0,0
"INPP5E","Inpp5e","ortholog_one2one",100,100,1
"CLDN15","Cldn15","ortholog_one2one",100,100,1
"PDE4A","Pde4a","ortholog_one2one",100,100,1
"RFXAP","Rfxap","ortholog_one2one",100,100,1
"PPP2R2D","Ppp2r2d","ortholog_one2one",100,100,1
"PDGFRB","Pdgfrb","ortholog_one2one",100,100,1
"SLC39A12","Slc39a12","ortholog_one2one",100,100,1
"BTF3","Btf3","ortholog_one2one",100,100,1
"S100A11","S100a11","ortholog_one2one",100,100,1
"GABRA2","Gabra2","ortholog_one2one",100,100,1
"GOLPH3L","Golph3l","ortholog_one2one",100,100,1
"SERTM1","Sertm1","ortholog_one2one",100,100,1
"UBE2L5","Ube2l3","ortholog_one2one",0,0,0
"KRT24","Krt24","ortholog_one2one",100,100,1
"CALHM1","Calhm1","ortholog_one2one",100,100,1
"SPTY2D1","Spty2d1","ortholog_one2one",100,100,1
"ZPLD1","Zpld1","ortholog_one2one",100,98.67,1
"CALHM3","Calhm3","ortholog_one2one",100,100,1
"DDX41","Ddx41","ortholog_one2one",100,100,1
"TXK","Txk","ortholog_one2one",75,100,1
"GLIPR2","Glipr2","ortholog_one2one",100,100,1
"SP6","Sp6","ortholog_one2one",100,100,1
"DNAAF2","Gm49383","ortholog_one2one",75,98.81,0
"PEX11A","Pex11a","ortholog_one2one",100,100,1
"MGAT2","Mgat2","ortholog_one2one",100,100,1
"PADI4","Padi4","ortholog_one2one",100,100,1
"PAMR1","Pamr1","ortholog_one2one",100,100,1
"CAND1","Cand1","ortholog_one2one",100,100,1
"COTL1","Cotl1","ortholog_one2one",100,100,1
"STX1B","Stx1b","ortholog_one2one",100,100,1
"CCIN","Ccin","ortholog_one2one",100,100,1
"LTK","Ltk","ortholog_one2one",100,100,1
"BIN1","Bin1","ortholog_one2one",100,100,1
"SMG9","Smg9","ortholog_one2one",100,100,1
"LIN37","Lin37","ortholog_one2one",100,100,1
"STX4","Stx4a","ortholog_one2one",100,100,1
"S100A10","S100a10","ortholog_one2one",100,100,1
"CSF3","Csf3","ortholog_one2one",100,100,1
"ABHD17A","Abhd17a","ortholog_one2one",100,97.24,1
"ADGRB3","Adgrb3","ortholog_one2one",100,99.81,1
"NIN","Nin","ortholog_one2one",75,100,1
"SHMT1","Shmt1","ortholog_one2one",50,100,1
"NRROS","Nrros","ortholog_one2one",75,98.88,1
"PRDM6","Prdm6","ortholog_one2one",100,100,1
"MTF2","Mtf2","ortholog_one2one",100,100,1
"GCC1","Gcc1","ortholog_one2one",100,100,1
"KCNJ5","Kcnj5","ortholog_one2one",100,100,1
"CCDC73","Ccdc73","ortholog_one2one",100,100,1
"SPRED2","Spred2","ortholog_one2one",100,98.56,1
"ARF5","Arf5","ortholog_one2one",100,100,1
"CGRRF1","Cgrrf1","ortholog_one2one",100,100,1
"TMEM212","Tmem212","ortholog_one2one",100,100,1
"MMS19","Mms19","ortholog_one2one",100,100,1
"HSPB6","Hspb6","ortholog_one2one",100,100,1
"DDX19A","Ddx19a","ortholog_one2one",100,100,1
"NECTIN3","Nectin3","ortholog_one2one",100,100,1
"ZNF182","Zfp182","ortholog_one2one",75,98.42,1
"PROSER3","Proser3","ortholog_one2one",100,100,0
"HARBI1","Harbi1","ortholog_one2one",100,100,1
"FSCN3","Fscn3","ortholog_one2one",100,100,1
"LSP1","Lsp1","ortholog_one2one",100,99.74,0
"PIP5K1B","Pip5k1b","ortholog_one2one",100,100,1
"SPATA16","Spata16","ortholog_one2one",100,100,1
"MKLN1","Mkln1","ortholog_one2one",100,100,1
"GCK","Gck","ortholog_one2one",100,100,1
"MCRIP2","Mcrip2","ortholog_one2one",100,100,1
"CDH7","Cdh7","ortholog_one2one",100,100,1
"UBN2","Ubn2","ortholog_one2one",100,100,1
"HAVCR2","Havcr2","ortholog_one2one",100,100,1
"EEF2","Eef2","ortholog_one2one",100,100,1
"PTAFR","Ptafr","ortholog_one2one",100,100,1
"TIMP2","Timp2","ortholog_one2one",100,100,1
"PARD6G","Pard6g","ortholog_one2one",50,99.95,1
"LLGL2","Llgl2","ortholog_one2one",100,100,1
"STXBP5L","Stxbp5l","ortholog_one2one",100,100,1
"COX7B2","Cox7b2","ortholog_one2one",100,100,1
"EIF3M","Eif3m","ortholog_one2one",100,100,1
"PRR18","Prr18","ortholog_one2one",100,100,1
"CCNA1","Ccna1","ortholog_one2one",100,100,1
"PSORS1C2","Psors1c2","ortholog_one2one",100,100,1
"AC073111.3","AI854703","ortholog_one2one",100,100,1
"GIT2","Git2","ortholog_one2one",75,100,1
"KCNJ1","Kcnj1","ortholog_one2one",100,100,1
"TMX4","Tmx4","ortholog_one2one",100,100,1
"TRMT9B","Trmt9b","ortholog_one2one",50,100,1
"UBXN10","Ubxn10","ortholog_one2one",100,100,1
"MYO7A","Myo7a","ortholog_one2one",75,100,1
"CEP120","Cep120","ortholog_one2one",100,100,1
"FAM20C","Fam20c","ortholog_one2one",50,100,1
"PLA2G2C","Pla2g2c","ortholog_one2one",100,100,1
"ENSA","Ensa","ortholog_one2one",100,86.71,1
"SMCR8","Smcr8","ortholog_one2one",75,100,1
"KLHL36","Klhl36","ortholog_one2one",100,100,1
"ARNT2","Arnt2","ortholog_one2one",100,100,1
"CDSN","Cdsn","ortholog_one2one",100,98.42,1
"FBXO45","Fbxo45","ortholog_one2one",75,100,1
"TMEM209","Tmem209","ortholog_one2one",100,100,1
"FGD3","Fgd3","ortholog_one2one",100,100,1
"C17orf67","Gm525","ortholog_one2one",100,100,1
"RFC1","Rfc1","ortholog_one2one",100,100,1
"ZNF454","Zfp454","ortholog_one2one",100,98.51,1
"SWAP70","Swap70","ortholog_one2one",100,100,1
"PELI2","Peli2","ortholog_one2one",100,100,1
"RNF133","Rnf133","ortholog_one2one",100,100,1
"HNRNPK","Hnrnpk","ortholog_one2one",100,100,1
"RIMS2","Rims2","ortholog_one2one",75,100,1
"BRI3BP","Bri3bp","ortholog_one2one",100,100,1
"MCL1","Mcl1","ortholog_one2one",100,100,1
"RNF148","Rnf148","ortholog_one2one",100,100,1
"DAPK3","Dapk3","ortholog_one2one",100,100,1
"YTHDF3","Ythdf3","ortholog_one2one",50,100,1
"SSUH2","Ssu2","ortholog_one2one",100,100,1
"PADI3","Padi3","ortholog_one2one",100,100,1
"CPM","Cpm","ortholog_one2one",100,100,1
"C1orf53","2310009B15Rik","ortholog_one2one",100,100,1
"TMEM252","Tmem252","ortholog_one2one",75,100,1
"PGM5","Pgm5","ortholog_one2one",100,100,1
"CTR9","Ctr9","ortholog_one2one",100,100,1
"FILIP1L","Filip1l","ortholog_one2one",100,99.83,1
"CCK","Cck","ortholog_one2one",100,100,1
"C6orf15","2300002M23Rik","ortholog_one2one",75,88.15,0
"IRGC","Irgc1","ortholog_one2one",100,100,1
"ACTL7B","Actl7b","ortholog_one2one",100,100,1
"ANKRD34A","Ankrd34a","ortholog_one2one",100,100,1
"ACTL7A","Actl7a","ortholog_one2one",100,100,1
"FAM155A","Fam155a","ortholog_one2one",100,100,1
"HOXA9","Hoxa9","ortholog_one2one",100,100,1
"FMC1","Fmc1","ortholog_one2one",100,100,1
"RRM2B","Rrm2b","ortholog_one2one",100,100,1
"LIX1L","Lix1l","ortholog_one2one",100,100,1
"PRUNE2","Prune2","ortholog_one2one",100,100,1
"PIK3CG","Pik3cg","ortholog_one2one",100,100,1
"GTF2A1","Gtf2a1","ortholog_one2one",100,100,1
"CMSS1","Cmss1","ortholog_one2one",100,100,1
"MAGI2","Magi2","ortholog_one2one",100,100,1
"ANKMY1","Ankmy1","ortholog_one2one",100,96.05,1
"LYZL4","Lyzl4","ortholog_one2one",100,100,1
"MUCL3","Mucl3","ortholog_one2one",100,77.26,0
"LIPF","Lipf","ortholog_one2one",100,99.7,1
"BTN1A1","Btn1a1","ortholog_one2one",50,100,1
"PIGY","Pigyl","ortholog_one2one",0,0,0
"LSM5","Lsm5","ortholog_one2one",100,100,1
"TNNT3","Tnnt3","ortholog_one2one",75,100,1
"MFSD11","Mfsd11","ortholog_one2one",100,100,1
"VAV2","Vav2","ortholog_one2one",100,100,1
"WDR11","Wdr11","ortholog_one2one",100,100,1
"SFTA2","Sfta2","ortholog_one2one",100,100,1
"NAA25","Naa25","ortholog_one2one",100,100,1
"NOG","Nog","ortholog_one2one",100,100,1
"LAMC2","Lamc2","ortholog_one2one",100,100,1
"HES1","Hes1","ortholog_one2one",100,100,1
"MFF","Mff","ortholog_one2one",100,100,1
"AVL9","Avl9","ortholog_one2one",100,100,1
"KRT25","Krt25","ortholog_one2one",100,100,1
"LIG4","Lig4","ortholog_one2one",100,100,1
"IL23R","Il23r","ortholog_one2one",50,99.1,1
"MXD1","Mxd1","ortholog_one2one",100,99.28,1
"VIPR1","Vipr1","ortholog_one2one",100,100,1
"GPC1","Gpc1","ortholog_one2one",100,100,1
"GPR52","Gpr52","ortholog_one2one",100,100,1
"SLC22A12","Slc22a12","ortholog_one2one",100,100,1
"RABGAP1L","Rabgap1l","ortholog_one2one",100,100,1
"KRT26","Krt26","ortholog_one2one",100,100,1
"DNAJB12","Dnajb12","ortholog_one2one",100,100,1
"TMEM86A","Tmem86a","ortholog_one2one",100,100,1
"METAP2","Metap2","ortholog_one2one",100,100,1
"IL4","Il4","ortholog_one2one",100,88.42,0
"ANKS1B","Anks1b","ortholog_one2one",100,99.44,0
"TNNC1","Tnnc1","ortholog_one2one",100,100,1
"CAV3","Cav3","ortholog_one2one",100,100,1
"NOCT","Noct","ortholog_one2one",100,100,1
"SEC22C","Sec22c","ortholog_one2one",100,100,1
"PON1","Pon1","ortholog_one2one",100,100,1
"NRXN2","Nrxn2","ortholog_one2one",100,100,1
"OXTR","Oxtr","ortholog_one2one",100,100,1
"IDO1","Ido1","ortholog_one2one",100,100,1
"KIF3A","Kif3a","ortholog_one2one",100,100,1
"NEURL1","Neurl1a","ortholog_one2one",100,100,1
"KLHDC8A","Klhdc8a","ortholog_one2one",100,100,1
"HLA-DRA","H2-Ea","ortholog_one2one",100,96.74,1
"FOXL3","Gm5294","ortholog_one2one",75,100,1
"TMED5","Tmed5","ortholog_one2one",100,100,1
"CDH19","Cdh19","ortholog_one2one",75,100,1
"BTNL2","Btnl2","ortholog_one2one",100,97.04,1
"DIAPH1","Diaph1","ortholog_one2one",100,100,1
"AAMDC","Aamdc","ortholog_one2one",100,80.85,1
"JMJD6","Jmjd6","ortholog_one2one",100,98.8,1
