"gene.name","human.gene.name","human.homology.type","human.gene.order.conservation.score","human.whole.genome.alignment.coverage","human.orthology.confidence..0.low..1.high."
"Pcdhb22","PCDHB15","ortholog_one2one",75,100,1
"Tmem267","TMEM267","ortholog_one2one",100,51.98,1
"Ogdh","OGDH","ortholog_one2one",100,100,1
"Mcph1","MCPH1","ortholog_one2one",100,99.23,1
"Pcdhga12","PCDHGA12","ortholog_one2one",100,100,1
"Hes2","HES2","ortholog_one2one",100,100,1
"Tdrd6","TDRD6","ortholog_one2one",100,100,1
"C1qtnf12","C1QTNF12","ortholog_one2one",100,100,1
"Psd3","PSD3","ortholog_one2one",50,100,1
"Rassf8","RASSF8","ortholog_one2one",100,100,1
"Cct2","CCT2","ortholog_one2one",100,100,1
"Fkbp10","FKBP10","ortholog_one2one",100,100,1
"Bach1","BACH1","ortholog_one2one",100,100,1
"B3galt6","B3GALT6","ortholog_one2one",100,100,1
"Cryba2","CRYBA2","ortholog_one2one",100,100,1
"Man1a2","MAN1A2","ortholog_one2one",100,100,1
"Ap5z1","AP5Z1","ortholog_one2one",100,100,1
"Nr2f2","NR2F2","ortholog_one2one",75,100,1
"Cacna1a","CACNA1A","ortholog_one2one",100,99.69,1
"Cpne5","CPNE5","ortholog_one2one",100,100,1
"Smg8","SMG8","ortholog_one2one",100,100,1
"1700012P22Rik","C1orf158","ortholog_one2one",25,100,1
"Nanp","NANP","ortholog_one2one",50,100,1
"Pcdhb15","PCDHB7","ortholog_one2one",100,100,1
"Lrrc9","LRRC9","ortholog_one2one",100,100,1
"Nt5c3b","NT5C3B","ortholog_one2one",100,100,1
"Pcdhgb6","PCDHGB6","ortholog_one2one",100,100,1
"Ninl","NINL","ortholog_one2one",75,100,1
"Chtop","CHTOP","ortholog_one2one",100,100,1
"Smg1","SMG1","ortholog_one2one",50,100,1
"Lamtor1","LAMTOR1","ortholog_one2one",100,100,1
"Nr2f1","NR2F1","ortholog_one2one",75,100,1
"Tnni3","TNNI3","ortholog_one2one",100,100,1
"Ccl28","CCL28","ortholog_one2one",100,100,1
"St8sia5","ST8SIA5","ortholog_one2one",100,100,1
"Pip4p1","PIP4P1","ortholog_one2one",100,100,1
"Lvrn","LVRN","ortholog_one2one",100,100,1
"Nubp2","NUBP2","ortholog_one2one",100,100,1
"Pik3c3","PIK3C3","ortholog_one2one",100,99.83,1
"Bhlhe41","BHLHE41","ortholog_one2one",100,100,1
"Fancc","FANCC","ortholog_one2one",100,100,1
"Pcdhga3","PCDHGA3","ortholog_one2one",100,100,1
"Crybb1","CRYBB1","ortholog_one2one",100,100,1
"Olfr648","OR52H1","ortholog_one2one",100,100,1
"Rap2c","RAP2C","ortholog_one2one",100,100,1
"Slc25a27","SLC25A27","ortholog_one2one",100,100,1
"Azin1","AZIN1","ortholog_one2one",100,100,1
"Snx6","SNX6","ortholog_one2one",100,100,1
"Ctu1","CTU1","ortholog_one2one",75,95.87,1
"Mmp8","MMP8","ortholog_one2one",100,100,1
"Nms","NMS","ortholog_one2one",100,100,1
"Mex3b","MEX3B","ortholog_one2one",100,100,1
"Apex1","APEX1","ortholog_one2one",100,100,1
"Pcdhga7","PCDHGA7","ortholog_one2one",100,100,1
"Ddx18","DDX18","ortholog_one2one",100,99.97,1
"Plppr2","PLPPR2","ortholog_one2one",100,100,1
"Taf7","TAF7","ortholog_one2one",100,100,1
"Ola1","OLA1","ortholog_one2one",100,100,1
"Olfr650-ps1","OR52B6","ortholog_one2one",100,100,1
"Prr11","PRR11","ortholog_one2one",100,100,1
"Pcdhga4","PCDHGA4","ortholog_one2one",100,100,1
"Lrig2","LRIG2","ortholog_one2one",100,100,1
"Pcdhb1","PCDHB1","ortholog_one2one",100,100,1
"Pdcl3","PDCL3","ortholog_one2one",100,100,1
"Lepr","LEPR","ortholog_one2one",100,100,1
"Hes6","HES6","ortholog_one2one",100,100,1
"Pcdhga9","PCDHGA9","ortholog_one2one",100,100,1
"Cpa3","CPA3","ortholog_one2one",100,100,1
"Fer1l6","FER1L6","ortholog_one2one",100,100,1
"Ppp6r3","PPP6R3","ortholog_one2one",100,100,1
"Chac1","CHAC1","ortholog_one2one",100,100,1
"Vtcn1","VTCN1","ortholog_one2one",100,98.9,1
"Asb2","ASB2","ortholog_one2one",100,100,1
"C1qtnf4","C1QTNF4","ortholog_one2one",100,100,1
"Ccne2","CCNE2","ortholog_one2one",75,100,1
"Nps","NPS","ortholog_one2one",100,100,1
"Dntt","DNTT","ortholog_one2one",100,99.08,1
"Plk4","PLK4","ortholog_one2one",100,100,1
"Igsf21","IGSF21","ortholog_one2one",100,100,1
"Pyy","PYY","ortholog_one2one",100,100,1
"Myrf","MYRF","ortholog_one2one",100,100,1
"Cfap65","CFAP65","ortholog_one2one",100,99.26,1
"Cd74","CD74","ortholog_one2one",100,100,1
"Thoc2","THOC2","ortholog_one2one",100,100,1
"Tmem246","PGAP4","ortholog_one2one",100,100,1
"Gm45261","CCDC195","ortholog_one2one",100,100,1
"Gatb","GATB","ortholog_one2one",100,100,1
"Aadacl3","AADACL3","ortholog_one2one",50,100,1
"Olfr1428","OR4D6","ortholog_one2one",75,100,1
"Pcdha3","PCDHA3","ortholog_one2one",100,100,1
"Arl14epl","ARL14EPL","ortholog_one2one",100,100,1
"Rnf13","RNF13","ortholog_one2one",100,100,1
"Ddhd1","DDHD1","ortholog_one2one",100,100,1
"Acot7","ACOT7","ortholog_one2one",100,100,1
"Castor2","CASTOR2","ortholog_one2one",50,100,1
"Fam50b","FAM50B","ortholog_one2one",100,100,1
"Slc46a1","SLC46A1","ortholog_one2one",100,100,1
"Foxi2","FOXI2","ortholog_one2one",100,100,1
"Pcdhga1","PCDHGA1","ortholog_one2one",75,100,1
"Arfgap2","ARFGAP2","ortholog_one2one",100,100,1
"Olfr76","OR5A1","ortholog_one2one",50,100,1
"Otol1","OTOL1","ortholog_one2one",100,100,1
"Scn7a","SCN7A","ortholog_one2one",100,100,1
"Pcdhga8","PCDHGA8","ortholog_one2one",100,100,1
"Cul1","CUL1","ortholog_one2one",100,100,1
"Kazald1","KAZALD1","ortholog_one2one",100,100,1
"Clrn3","CLRN3","ortholog_one2one",100,100,1
"Cyp20a1","CYP20A1","ortholog_one2one",100,100,1
"Cyp39a1","CYP39A1","ortholog_one2one",100,100,1
"Samsn1","SAMSN1","ortholog_one2one",100,99.24,0
"Tmem120b","TMEM120B","ortholog_one2one",100,100,1
"Pdcd2","PDCD2","ortholog_one2one",50,100,1
"Ccdc9","CCDC9","ortholog_one2one",100,100,1
"Adgrg1","ADGRG1","ortholog_one2one",100,100,1
"Fbxw7","FBXW7","ortholog_one2one",100,100,1
"Cry1","CRY1","ortholog_one2one",100,99.04,1
"Apbb2","APBB2","ortholog_one2one",100,100,1
"Cmip","CMIP","ortholog_one2one",100,97.93,1
"Tbp","TBP","ortholog_one2one",75,98.36,1
"Pcdhb13","PCDHB6","ortholog_one2one",100,100,1
"Ints8","INTS8","ortholog_one2one",100,100,1
"Nags","NAGS","ortholog_one2one",100,100,1
"Cfl2","CFL2","ortholog_one2one",100,100,1
"Vps29","VPS29","ortholog_one2one",100,95.45,1
"Opalin","OPALIN","ortholog_one2one",100,100,1
"Mbnl3","MBNL3","ortholog_one2one",100,100,1
"Rpf2","RPF2","ortholog_one2one",100,100,1
"Pcdhga10","PCDHGA10","ortholog_one2one",100,100,1
"Stkld1","STKLD1","ortholog_one2one",100,99.15,1
"Lrrtm4","LRRTM4","ortholog_one2one",50,100,1
"Banf2","BANF2","ortholog_one2one",100,98.13,1
"Bbx","BBX","ortholog_one2one",100,100,1
"Sdf4","SDF4","ortholog_one2one",100,100,1
"Majin","MAJIN","ortholog_one2one",100,100,1
"Zfp24","ZNF24","ortholog_one2one",100,100,1
"Pcdhgb1","PCDHGB1","ortholog_one2one",100,100,1
"Tepsin","TEPSIN","ortholog_one2one",100,100,1
"Pcdhga2","PCDHGA2","ortholog_one2one",100,100,1
"Mpg","MPG","ortholog_one2one",100,100,1
"Pcdhac1","PCDHAC1","ortholog_one2one",100,100,1
"Irf2","IRF2","ortholog_one2one",100,100,1
"1110051M20Rik","C11orf49","ortholog_one2one",100,100,1
"Ing3","ING3","ortholog_one2one",100,100,1
"Gpn3","GPN3","ortholog_one2one",100,100,1
"Rhof","RHOF","ortholog_one2one",100,100,1
"4921507P07Rik","C7orf31","ortholog_one2one",100,100,1
"Hspb1","HSPB1","ortholog_one2one",100,99.8,1
"Nprl3","NPRL3","ortholog_one2one",100,100,1
"Rfng","RFNG","ortholog_one2one",100,98.91,1
"Mrrf","MRRF","ortholog_one2one",100,100,1
"Ube2r2","UBE2R2","ortholog_one2one",50,100,1
"Map7","MAP7","ortholog_one2one",100,100,1
"Pcdhgb5","PCDHGB5","ortholog_one2one",100,100,1
"Ctnnbip1","CTNNBIP1","ortholog_one2one",100,100,1
"Pcdhb17","PCDHB16","ortholog_one2one",100,100,1
"Retn","RETN","ortholog_one2one",100,100,1
"Pcdhgb2","PCDHGB2","ortholog_one2one",100,100,1
"Rbm18","RBM18","ortholog_one2one",100,100,1
"Sspn","SSPN","ortholog_one2one",100,96.86,1
"Letm2","LETM2","ortholog_one2one",100,100,1
"Tmem154","TMEM154","ortholog_one2one",100,100,1
"Pcdhgc4","PCDHGC4","ortholog_one2one",100,100,1
"Boc","BOC","ortholog_one2one",100,100,1
"Ppp2r5b","PPP2R5B","ortholog_one2one",100,100,1
"Slc16a1","SLC16A1","ortholog_one2one",100,100,1
"Dis3l2","DIS3L2","ortholog_one2one",75,99.54,1
"Slc6a4","SLC6A4","ortholog_one2one",100,100,1
"Fam160a1","FAM160A1","ortholog_one2one",75,99.44,1
"Trim6","TRIM6","ortholog_one2one",100,100,1
"Rcan2","RCAN2","ortholog_one2one",100,100,1
"Fam216a","FAM216A","ortholog_one2one",100,100,1
"Def6","DEF6","ortholog_one2one",100,100,1
"Wnt7a","WNT7A","ortholog_one2one",100,100,1
"Gns","GNS","ortholog_one2one",100,98.3,1
"Cpb1","CPB1","ortholog_one2one",75,100,1
"Tigd4","TIGD4","ortholog_one2one",100,100,1
"Hmox2","HMOX2","ortholog_one2one",100,96.09,1
"Hmgcs1","HMGCS1","ortholog_one2one",100,100,1
"Zfp827","ZNF827","ortholog_one2one",100,100,1
"Atg5","ATG5","ortholog_one2one",100,100,1
"Aatf","AATF","ortholog_one2one",75,94.95,1
"Gpha2","GPHA2","ortholog_one2one",100,100,1
"Pcnx4","PCNX4","ortholog_one2one",100,100,1
"Cdk7","CDK7","ortholog_one2one",100,100,1
"Mgat4b","MGAT4B","ortholog_one2one",100,100,1
"Tulp4","TULP4","ortholog_one2one",100,100,1
"Tll2","TLL2","ortholog_one2one",100,100,1
"Smurf1","SMURF1","ortholog_one2one",100,100,1
"Wdr74","WDR74","ortholog_one2one",100,100,1
"Fam129a","NIBAN1","ortholog_one2one",100,100,1
"Penk","PENK","ortholog_one2one",100,100,1
"Mcemp1","MCEMP1","ortholog_one2one",100,100,0
"Oxr1","OXR1","ortholog_one2one",100,100,1
"Abcb8","ABCB8","ortholog_one2one",100,99.31,1
"Hspa14","HSPA14","ortholog_one2one",100,100,1
"Epdr1","EPDR1","ortholog_one2one",0,100,1
"Ywhag","YWHAG","ortholog_one2one",100,100,1
"Ihh","IHH","ortholog_one2one",100,100,1
"A3galt2","A3GALT2","ortholog_one2one",100,100,1
"Nrbp1","NRBP1","ortholog_one2one",100,100,1
"Ska2","SKA2","ortholog_one2one",100,100,1
"Abca13","ABCA13","ortholog_one2one",100,100,1
"Tpst2","TPST2","ortholog_one2one",100,100,1
"Tmem101","TMEM101","ortholog_one2one",100,100,1
"1700011L22Rik","C4orf51","ortholog_one2one",100,100,1
"Cdip1","CDIP1","ortholog_one2one",100,100,1
"Adarb2","ADARB2","ortholog_one2one",100,100,1
"Rexo4","REXO4","ortholog_one2one",100,100,1
"Pnpt1","PNPT1","ortholog_one2one",100,100,1
"Tns1","TNS1","ortholog_one2one",75,100,1
"Pdzrn3","PDZRN3","ortholog_one2one",75,100,1
"Fam117a","FAM117A","ortholog_one2one",100,100,1
"Kbtbd4","KBTBD4","ortholog_one2one",75,100,1
"Ccdc125","CCDC125","ortholog_one2one",100,100,1
"Mmaa","MMAA","ortholog_one2one",100,100,1
"Itih1","ITIH1","ortholog_one2one",100,99.96,1
"Per2","PER2","ortholog_one2one",100,99.95,1
"Gm45902","AC069544.2","ortholog_one2one",100,100,1
"Ptpmt1","PTPMT1","ortholog_one2one",75,100,1
"Ino80c","INO80C","ortholog_one2one",100,93.33,1
"Impad1","BPNT2","ortholog_one2one",100,100,1
"Vps26a","VPS26A","ortholog_one2one",100,100,1
"Slc6a16","SLC6A16","ortholog_one2one",100,100,0
"Baz1a","BAZ1A","ortholog_one2one",100,100,1
"Supt16","SUPT16H","ortholog_one2one",100,100,1
"S100a1","S100A1","ortholog_one2one",100,100,1
"Efr3b","EFR3B","ortholog_one2one",100,100,1
"Cyp4b1","CYP4B1","ortholog_one2one",100,100,1
"Rcc1l","RCC1L","ortholog_one2one",25,100,1
"Ndufs3","NDUFS3","ortholog_one2one",0,100,1
"Dlst","DLST","ortholog_one2one",100,99.97,1
"Mob1b","MOB1B","ortholog_one2one",100,100,1
"Swsap1","SWSAP1","ortholog_one2one",100,100,1
"Npas4","NPAS4","ortholog_one2one",100,100,1
"Ttl","TTL","ortholog_one2one",100,100,1
"Pdia6","PDIA6","ortholog_one2one",100,97.14,1
"Pde1a","PDE1A","ortholog_one2one",100,100,1
"Scmh1","SCMH1","ortholog_one2one",100,97.72,1
"Rnf19a","RNF19A","ortholog_one2one",100,100,1
"Tmx2","TMX2","ortholog_one2one",100,100,1
"Atp6v0a2","ATP6V0A2","ortholog_one2one",100,100,1
"Nhej1","NHEJ1","ortholog_one2one",100,90.19,0
"Ube2h","UBE2H","ortholog_one2one",100,100,1
"Arsg","ARSG","ortholog_one2one",100,100,1
"Sirt1","SIRT1","ortholog_one2one",75,100,1
"Npvf","NPVF","ortholog_one2one",100,100,1
"Adck1","ADCK1","ortholog_one2one",50,100,1
"Fbh1","FBH1","ortholog_one2one",75,100,1
"Elavl2","ELAVL2","ortholog_one2one",100,100,1
"Ino80","INO80","ortholog_one2one",100,100,1
"Rpgrip1","RPGRIP1","ortholog_one2one",100,97.53,1
"Plekhg2","PLEKHG2","ortholog_one2one",100,99.32,1
"Atp6v1c2","ATP6V1C2","ortholog_one2one",100,100,1
"Slc23a3","SLC23A3","ortholog_one2one",100,100,1
"Syt17","SYT17","ortholog_one2one",50,100,1
"Amz2","AMZ2","ortholog_one2one",25,100,1
"Agpat5","AGPAT5","ortholog_one2one",75,100,1
"1700092M07Rik","TEX54","ortholog_one2one",100,100,0
"Pkhd1","PKHD1","ortholog_one2one",100,100,1
"Syt5","SYT5","ortholog_one2one",100,100,1
"Zdhhc5","ZDHHC5","ortholog_one2one",100,100,1
"Ssna1","SSNA1","ortholog_one2one",100,100,1
"Trappc5","TRAPPC5","ortholog_one2one",100,100,1
"Nim1k","NIM1K","ortholog_one2one",75,100,1
"Alkbh5","ALKBH5","ortholog_one2one",100,100,1
"Ptgs1","PTGS1","ortholog_one2one",100,100,1
"Hbs1l","HBS1L","ortholog_one2one",100,100,1
"B4galnt4","B4GALNT4","ortholog_one2one",75,100,1
"Slc16a6","SLC16A6","ortholog_one2one",100,100,1
"Frmpd1","FRMPD1","ortholog_one2one",100,100,1
"S100a13","S100A13","ortholog_one2one",100,100,1
"Rspo3","RSPO3","ortholog_one2one",100,100,1
"Itpripl2","ITPRIPL2","ortholog_one2one",75,100,1
"Zfp131","ZNF131","ortholog_one2one",50,100,1
"Phf14","PHF14","ortholog_one2one",100,100,1
"S100a14","S100A14","ortholog_one2one",100,100,1
"Rhpn2","RHPN2","ortholog_one2one",100,100,1
"Zmat3","ZMAT3","ortholog_one2one",50,87.74,1
"Sumf1","SUMF1","ortholog_one2one",100,100,1
"Aff1","AFF1","ortholog_one2one",100,100,1
"Ppp4r3b","PPP4R3B","ortholog_one2one",100,100,1
"Epor","EPOR","ortholog_one2one",100,100,1
"Coq7","COQ7","ortholog_one2one",75,82.38,1
"Tctn2","TCTN2","ortholog_one2one",100,99.85,1
"Tssk1","TSSK1B","ortholog_one2one",0,100,1
"Mmp27","MMP27","ortholog_one2one",100,100,1
"Lcn12","LCN12","ortholog_one2one",100,100,1
"Rasal3","RASAL3","ortholog_one2one",100,99.32,1
"Dus2","DUS2","ortholog_one2one",100,100,1
"Slc45a4","SLC45A4","ortholog_one2one",100,100,1
"Faap24","FAAP24","ortholog_one2one",100,100,1
"Dck","DCK","ortholog_one2one",100,95.99,1
"Mrps34","MRPS34","ortholog_one2one",75,100,1
"Ncln","NCLN","ortholog_one2one",100,99.97,1
"Gjc1","GJC1","ortholog_one2one",100,100,1
"Hba-x","HBZ","ortholog_one2one",75,100,1
"Lsm12","LSM12","ortholog_one2one",100,90.38,1
"Hnrnpa0","HNRNPA0","ortholog_one2one",50,100,1
"Chrm3","CHRM3","ortholog_one2one",50,100,1
"Nme3","NME3","ortholog_one2one",75,100,1
"Fam71d","FAM71D","ortholog_one2one",100,96.69,1
"Ahsa1","AHSA1","ortholog_one2one",100,100,1
"Calr","CALR","ortholog_one2one",100,100,1
"Klhl5","KLHL5","ortholog_one2one",100,100,1
"Trim45","TRIM45","ortholog_one2one",100,99.31,1
"Tnfrsf4","TNFRSF4","ortholog_one2one",100,100,1
"Nadk2","NADK2","ortholog_one2one",100,100,1
"Clcn4","CLCN4","ortholog_one2one",0,99.55,1
"Ccno","CCNO","ortholog_one2one",100,100,1
"Dagla","DAGLA","ortholog_one2one",100,100,1
"Mapk8ip3","MAPK8IP3","ortholog_one2one",0,100,1
"Dpep3","DPEP3","ortholog_one2one",100,100,1
"Lrrd1","LRRD1","ortholog_one2one",50,100,1
"Ufm1","UFM1","ortholog_one2one",100,100,1
"Ism2","ISM2","ortholog_one2one",100,94.29,1
"Paqr7","PAQR7","ortholog_one2one",100,100,1
"Ppil1","PPIL1","ortholog_one2one",100,100,1
"Osbpl9","OSBPL9","ortholog_one2one",100,100,1
"Il17a","IL17A","ortholog_one2one",100,100,1
"Papolb","PAPOLB","ortholog_one2one",100,100,1
"Cdnf","CDNF","ortholog_one2one",100,100,1
"Lypd6b","LYPD6B","ortholog_one2one",100,99.73,1
"Radil","RADIL","ortholog_one2one",100,99.74,1
"Akap12","AKAP12","ortholog_one2one",100,99.41,1
"Ntmt1","NTMT1","ortholog_one2one",100,100,1
"Pgm1","PGM1","ortholog_one2one",100,98.54,1
"Cenpw","CENPW","ortholog_one2one",100,95.14,1
"Lhx1","LHX1","ortholog_one2one",100,100,1
"Slc5a12","SLC5A12","ortholog_one2one",75,98.38,1
"Ddx28","DDX28","ortholog_one2one",100,100,1
"Ikbke","IKBKE","ortholog_one2one",100,100,1
"Anapc2","ANAPC2","ortholog_one2one",100,100,1
"Orc4","ORC4","ortholog_one2one",100,100,1
"Polr1b","POLR1B","ortholog_one2one",100,99.83,1
"Sh3pxd2b","SH3PXD2B","ortholog_one2one",50,100,1
"Lypd6","LYPD6","ortholog_one2one",100,100,1
"Stambp","STAMBP","ortholog_one2one",50,100,1
"Mcidas","MCIDAS","ortholog_one2one",75,100,1
"Uty","UTY","ortholog_one2one",0,3.15,0
"Itgb3bp","ITGB3BP","ortholog_one2one",100,93.76,1
"Tmem132e","TMEM132E","ortholog_one2one",100,100,1
"Xirp2","XIRP2","ortholog_one2one",100,99.81,1
"Pcnx2","PCNX2","ortholog_one2one",100,100,1
"Ncf1","NCF1","ortholog_one2one",75,100,1
"Gpaa1","GPAA1","ortholog_one2one",100,100,1
"Col9a1","COL9A1","ortholog_one2one",100,100,1
"Trim66","TRIM66","ortholog_one2one",100,100,1
"S100a16","S100A16","ortholog_one2one",100,100,1
"Zfp362","ZNF362","ortholog_one2one",100,100,1
"Pglyrp2","PGLYRP2","ortholog_one2one",100,98.79,1
"Efcab7","EFCAB7","ortholog_one2one",100,94.65,1
"Rit2","RIT2","ortholog_one2one",75,100,1
"Etv6","ETV6","ortholog_one2one",75,100,1
"Klk10","KLK10","ortholog_one2one",100,99.97,1
"Tlx1","TLX1","ortholog_one2one",100,100,1
"Hmcn2","HMCN2","ortholog_one2one",100,100,1
"Mrs2","MRS2","ortholog_one2one",100,95.26,1
"Cabp4","CABP4","ortholog_one2one",100,100,1
"Syt4","SYT4","ortholog_one2one",50,100,1
"Tspyl4","TSPYL4","ortholog_one2one",75,100,1
"Gpr152","GPR152","ortholog_one2one",75,100,1
"Stx11","STX11","ortholog_one2one",100,100,1
"Chchd5","CHCHD5","ortholog_one2one",100,100,1
"Uck1","UCK1","ortholog_one2one",50,99.62,1
"Gpld1","GPLD1","ortholog_one2one",100,100,1
"Snx5","SNX5","ortholog_one2one",75,100,1
"Nt5dc1","NT5DC1","ortholog_one2one",50,100,1
"Tmc3","TMC3","ortholog_one2one",100,99.45,1
"Cnksr3","CNKSR3","ortholog_one2one",50,100,1
"Sae1","SAE1","ortholog_one2one",100,100,1
"Klk8","KLK8","ortholog_one2one",100,100,1
"Mmp20","MMP20","ortholog_one2one",100,100,1
"Fam3b","FAM3B","ortholog_one2one",25,94.36,1
"Sf3b5","SF3B5","ortholog_one2one",100,100,1
"Tm9sf3","TM9SF3","ortholog_one2one",100,100,1
"Klk14","KLK14","ortholog_one2one",100,100,1
"Mmp7","MMP7","ortholog_one2one",100,100,1
"Tent5b","TENT5B","ortholog_one2one",100,100,1
"Klk11","KLK11","ortholog_one2one",100,100,1
"Pomt1","POMT1","ortholog_one2one",75,100,1
"Rhbdd3","RHBDD3","ortholog_one2one",100,100,1
"Tafa3","TAFA3","ortholog_one2one",100,100,0
"Slco1c1","SLCO1C1","ortholog_one2one",100,100,1
"Capn1","CAPN1","ortholog_one2one",75,100,1
"Rbms2","RBMS2","ortholog_one2one",100,100,1
"Gpr153","GPR153","ortholog_one2one",100,100,1
"Rph3a","RPH3A","ortholog_one2one",100,100,1
"Aadat","AADAT","ortholog_one2one",100,100,1
"S100a2","S100A2","ortholog_one2one",100,99.67,0
"Zfp281","ZNF281","ortholog_one2one",100,100,1
"Ppm1j","PPM1J","ortholog_one2one",100,100,1
"Ptprh","PTPRH","ortholog_one2one",100,91.65,0
"Tnfrsf18","TNFRSF18","ortholog_one2one",100,100,0
"Diras1","DIRAS1","ortholog_one2one",100,100,1
"Srgn","SRGN","ortholog_one2one",100,100,0
"S100a4","S100A4","ortholog_one2one",100,100,1
"Prdm1","PRDM1","ortholog_one2one",100,100,1
"Ntf3","NTF3","ortholog_one2one",100,100,1
"Chpt1","CHPT1","ortholog_one2one",100,100,1
"Slc25a46","SLC25A46","ortholog_one2one",0,100,1
"Metrn","METRN","ortholog_one2one",100,100,1
"Tfip11","TFIP11","ortholog_one2one",100,100,1
"Icam1","ICAM1","ortholog_one2one",100,100,1
"Edem3","EDEM3","ortholog_one2one",100,100,1
"Mgme1","MGME1","ortholog_one2one",100,100,1
"Dhrs3","DHRS3","ortholog_one2one",75,100,1
"Npas2","NPAS2","ortholog_one2one",100,100,1
"Prcp","PRCP","ortholog_one2one",100,68.65,1
"Hs6st2","HS6ST2","ortholog_one2one",100,100,1
"Enpp6","ENPP6","ortholog_one2one",100,100,1
"Klk13","KLK13","ortholog_one2one",100,100,1
"Nub1","NUB1","ortholog_one2one",100,100,1
"Klk12","KLK12","ortholog_one2one",100,100,1
"Ccdc78","CCDC78","ortholog_one2one",100,99.49,1
"Hps1","HPS1","ortholog_one2one",100,100,1
"Tcn2","TCN2","ortholog_one2one",100,100,1
"G6pc3","G6PC3","ortholog_one2one",100,100,1
"Enpp5","ENPP5","ortholog_one2one",100,100,1
"Ltc4s","LTC4S","ortholog_one2one",100,100,1
"Tbrg4","TBRG4","ortholog_one2one",100,100,1
"Mbd5","MBD5","ortholog_one2one",100,100,1
"Snai2","SNAI2","ortholog_one2one",50,100,1
"Loxhd1","LOXHD1","ortholog_one2one",100,100,1
"Aunip","AUNIP","ortholog_one2one",100,97.06,1
"Emc6","EMC6","ortholog_one2one",100,100,1
"Srrd","SRRD","ortholog_one2one",100,100,0
"Robo4","ROBO4","ortholog_one2one",100,100,1
"Icam4","ICAM4","ortholog_one2one",100,98.26,0
"Dgki","DGKI","ortholog_one2one",100,100,1
"Gpx8","GPX8","ortholog_one2one",100,100,1
"Efcab1","EFCAB1","ortholog_one2one",75,100,1
"1700017N19Rik","C12orf50","ortholog_one2one",100,100,1
"Maml1","MAML1","ortholog_one2one",100,100,1
"Nrip1","NRIP1","ortholog_one2one",100,100,1
"Pgm2l1","PGM2L1","ortholog_one2one",100,100,1
"Pik3ap1","PIK3AP1","ortholog_one2one",100,100,1
"Cdc20b","CDC20B","ortholog_one2one",100,100,1
"Icam5","ICAM5","ortholog_one2one",100,100,1
"Perp","PERP","ortholog_one2one",100,100,1
"Vwc2","VWC2","ortholog_one2one",100,100,1
"Hes3","HES3","ortholog_one2one",100,100,1
"Ubtd2","UBTD2","ortholog_one2one",75,100,1
"Sarm1","SARM1","ortholog_one2one",100,100,1
"Efcab9","EFCAB9","ortholog_one2one",100,100,1
"Enpp4","ENPP4","ortholog_one2one",100,100,1
"Dsg4","DSG4","ortholog_one2one",100,100,1
"Dtymk","DTYMK","ortholog_one2one",100,100,1
"Zbtb2","ZBTB2","ortholog_one2one",100,100,1
"Klf9","KLF9","ortholog_one2one",100,100,1
"Higd1b","HIGD1B","ortholog_one2one",100,100,1
"Cir1","CIR1","ortholog_one2one",100,100,1
"Ewsr1","EWSR1","ortholog_one2one",75,100,1
"Ubap2","UBAP2","ortholog_one2one",50,100,1
"Mgam","MGAM","ortholog_one2one",50,93.9,1
"Sis","SI","ortholog_one2one",100,100,1
"Mfsd10","MFSD10","ortholog_one2one",100,100,1
"Fam110b","FAM110B","ortholog_one2one",100,100,1
"Lbx1","LBX1","ortholog_one2one",100,100,1
"Gzma","GZMA","ortholog_one2one",75,100,1
"Fbn1","FBN1","ortholog_one2one",100,100,1
"Dlg1","DLG1","ortholog_one2one",75,100,1
"Cdk5rap3","CDK5RAP3","ortholog_one2one",100,100,1
"Trnp1","TRNP1","ortholog_one2one",100,100,1
"Farsa","FARSA","ortholog_one2one",100,100,1
"Otub2","OTUB2","ortholog_one2one",100,93.68,1
"Tmem65","TMEM65","ortholog_one2one",100,100,1
"Tnpo3","TNPO3","ortholog_one2one",75,100,1
"Slmap","SLMAP","ortholog_one2one",50,100,1
"Gpc4","GPC4","ortholog_one2one",100,100,1
